# Folkets lexikon sv→en (CC BY-SA 2.5)
# 36329 entries from folkets-lexikon.csc.kth.se
-procentig	per cent
summarized	sammanfattad, sammanfattat, summerad
summer	buzzer
summera	add up, summarize, tot up
summering	SUM-UP, summary, summerise
summit	swum
sump	coffee grounds, swamp, marsh
sumpa	miss
sumpfeber	malaria
sump|mark	marsh, swamp
sund	healthy, sound
sundhet	health, healthiness, objections
sup	dram, glass of snaps, snifter
supa	booze, drink, tipple
super-	super
supera	have supper
superb	superb
superdatorer	super-computers
superlativ	superlative
supermänniskor	superhumans
superordinate	överordnad
superstark	super strong
superstjärna	super star
superåtta	hyper-eight
supinum	past participle
suppleant	deputy, substitute
support	support
supporter	supporter
supportera	Support, arrow
suput	drunkard
supé	supper
supédags	supper time
sur	sour, acid, sulky, surly, wet
sura	sulk
surdeg	sourdough
surdegsbröd	Sourdough
surfa	surf
surfare	Surfer
surfbräda	surfboard
surfing|bräda	surfboard
surfplatta	tablet
surhetsgrad	acidity
surmjölk	sour milk, soured milk
surmulen	morose, sullen
surna	turn (become) sour
surr	buzz, hum
surra	buzz, lash, tie
surrealism	Surrealism
surrealistisk	surrealist, surrealistic
surrealistiskt	surrealist, surrealistic
surrogat	substitute, surrogate
sur|puppa	sourpuss
sur|strömming	fermented Baltic herring
sus	murmur, sigh, whisper
susa	sough
suspekt	suspect, suspicious
suspendera	suspend
suspensivt	suspensive
suspensoar	jockstrap
sussa	sleep
suttit	sat
suturnål	suture needle
suverän	excellent, sovereign, superb, supreme
svacka	depression, hollow
svada	volubility
svag	weak
svaghet	weakness
svaghetstecken	sign of weakness
svagsint	feeble-minded
svagsinthet	feeble-minded
svagt	vague, low, weak
svaj	flucturations
svaja	swing
svajig	wobbly
sval	cool, cool cupboard
svala	swallow
svalde	swallowed
svale	entrance hall, vestibule
svalg	throat
svalhet	Chill, chilliness, cool
svalka	cool, coolness, refresh
svalkande	cooling, refreshing
svall	surge, swell
svalla	surge, swell
svalna	cool
svalt	starved, swallowed
sval|gång	covered outdoor gallery
svamla	ramble, talk drivel
svammel	drivel
svamp	fungus, sponge
svampdjur	funghi
svampgift	mushroom toxin
svampplockare	mushroom pickers
svampstuvning	creamed mushroom
svan	swan
svane|sång	swan song
svanhopp	swan dive
svank	inward curve of the lower part of the back
svankryggig	sway back
svans	tail
svanskota	tailbone
svar	answer, reply
svara	answer, reply
svara för	answer (be responsible) for
svara mot	correspond to
svarande	defendant, respondent
svaro|mål	defence, answer (to a charge)
svars	responsible
svarsbrev	reply letter
svarsfrekvens	response rate
svarskuvert	reply envelope, return envelope
svarslös	at a loss for words
svarssignal	acknowledgement signal, binder, reply signal, response signal
svarstiderna	response time, response times, the response times
svart	black
svart ris	black rice
svartabörshandlare	black market broker, black market dealer, black market trader
svartabörspris	black market prices
svartabörsvara	black market goods
svartbjörn	black bear
svartepetter	plinth
svartglänsande	shiny black
svarthårig	black-haired
svartjobbare	under-the-table worker
svartklädd	black dressed
svartkrut	gunpowder
svartlista	Blacklist
svartmylla	black mold, black soil
svartmyra	ant, black ant
svartmåla	defame, paint black
svartmålning	defamation
svartna	blacken
svartprickig	black dotted
svartskäggig	black-bearded
svart|listad	blacklisted
svart|muskig	swarthy
svart|peppar	black pepper
svart|sjuk	jealous
svart|sjuka	jealousy
svart|syn	pessimism
svart|vit	black and white
svarv	lathe
svarva	turn
svavel	sulphur
svaveldioxid	sulfur dioxide
svavelfri	free from sulphur, sulphur free
svavelhaltig	sulphur containing
svavelkis	pyrite
svavelnedfall	sulpher downfall
svavelsyra	sulfic acid, sulfuric, sulfuric acid, sulphuric acid
svavelsyrlighet	Sulphurous acid
svavelånga	sulfur steam
svealand	Svealand
sved	burned, smarted, stung
sveda	smarting pain
sveda, bränna, förtorka	parch
svek	failed, treachery, deceit
svendom	male chastity
svengelska	Swenglish
svensk	Swede, Swedish
svenska	Swede, Swedish
svenska akademien	the Swedish Academy
svenska institutet	the Swedish Institute
svenska turistföreningen	the Swedish Touring Club
svenskbyggd	Swedish-made
svenskfödd	Swedish-born
svenskhet	swedishness
svenskproducerad	Made in Sweden, Swedish made, Swedish produced, caritativ, produced in SWEDEN
svenskregistrerad	Registered in Sweden, Swedish registered
svenskspråkig	swedish speaking
svensktillverkad	Swedish-made, made in sweden
svenskättling	Swedish Déscendant, of swedish descent
sven|sexa	stag party
svep	raid, sweep
svepa	shroud, sweep, wrap up
svepande	sweeping
svepning	shroud, winding sheet, the act of winding a corpse in a shroud
svep|skäl	excuse, pretext
sverige	Sweden
svets	weld
svetsa	weld
svetsning	welding
svett	sweat, perspiration, sweaty
svettas	sweat
svettfläck	sweat stain
svettglänsande	shining with sweat
svettig	sweaty
svettning	sweating
svida	smart, sting
svidande	stinging
svika	fail
svikare	Lure, betrayer, traitor
svikt	elasticity, springiness
svikta	bend, sag, yield
svimma	faint
svimning	fainting
svimningskänsla	dizziness, light-headed, sence of fainting
svin	pig, swine
svin-	outrageously, terribly
svindel	dizziness, swindle
svindelkänsla	dizziness
svindla	feel dizzy, swindle
svindlande	dizzy, giddy
svindleri	scam
sving	swing
svinga	swing
svinlädershandske	pigskin glove
svinn	loss, wastage
svinpest	classical swine fever
svin|päls	rotter, swine
svischa	whoosh
svit	after-effect, complication, sequence, succession, suite
svor	swore
svordom	curse, oath, swearword
svullen	swollen
svullna	swell
svullnad	swelling
svulst	tumor, tumour
svulstig	bombastic, pompous
svulstigt	Cynisk sexolog, turgid
svulten	starving
svultit	starved
svunnen	gone by
svuren	sworn
svurit	sworn
svägerska	sister-in-law
svälj	swallow
svälja	swallow
svälla	swell
svält	famine, starvation
svälta	starve
svältande	starving
svältdrabbade	famine struck
svältlön	pittance salary, starvation wages
svämma över	spill over
sväng	sweep, swing
svänga	sway, swing
svänga om	change, turn round
svängande	Doni, turning, swinging, oscillating, rotating, turning/flipping
svängdörrarna	revolving door, revolving doors
svänghjul	flywheel, pervasive
svängig	swinging
svängning	sway(ing), swing(ing)
svängningshastighet	oscillation rate, oscillation speed, syber
svängom	dance
svängradie	turn radius, turning radius
sväng|rum	elbow room, space
svära	curse
svärd	sword
svärdfisk	swordfish
svärdsegg	edge of the sword
svärförälder	inlaw, inlaws, mother/father-in-law, parent in law, parents in law
svärja	swear
svärjare	one month
svärjer	swear
svärm	cluster, swarm
svärma	be infatuated with, have a crush on, have a passion for, swarm
svärmoder	mother-in-law, step mother
svärta	blacken, blackness, darken
svärta ner	blacken sby&#39;s character
svär|dotter	daughter-in-law
svär|far	father-in-law
svär|föräldrar	parents-in-law
svär|mor	mother-in-law
svär|ord	swearword
svär|son	son-in-law
sväva	float
svävande	hovering
svävare	hovercraft
svåger	brother-in-law
svåger|politik	nepotism
svål	rind
svång|rem	belt
svår	difficult, hard, serious, severe
svåranpassad	dificult to agest
svårartad	grave, malignant, serious
svårbearbetad	agent, hard worked
svårbedömd	hard to assess
svårbegriplig	unintelligible
svårbestämd	difficult to determine
svårbotad	hard to cure
svårflirtad, svårflörtad	hard to get, unapproachable
svårfunnen	hard to find
svårförklarlig	hard to explain
svårgenomförbar	difficult to acheive
svårgripbar	hard to get/understans
svårhanterlig	difficult, difficult to handle, hard to handle
svårhet	brothel, difficulty, dífficultness, levereras
svårighet	difficulty
svårligen	hardly
svårmodighet	melancholy
svårplacerad	hoist rope
svårt	difficult, hard, difficult, tricky
svår|bemästrad	difficult to master (overcome)
svår|löst	difficult to solve
svår|mod	gloom, melancholy
svår|smält	difficult to digest, indigestible
svårövertygad	hard to convince, not easily convinced
swahili	swahili
swaziländsk	Swazi
swingmusik	swing music
sy	sew, stitch
sy ihop	sew (stitch) together, sew up
sybord	sewing table
syd	south
syd-ossetien	south-ossetia
sydafrika	south africa
sydamerika	South America
sydamerikansk	south american, southamerican
sydkorea	South Korea
sydkoreanerna	South Koreans, south coreans
sydkoreansk	South Korean
sydkust	south coast
sydlig	south, southerly, southern
sydländsk	of the South, southern
sydlänning	southerner
sydost	southeast
sydostasien	South East Asia (SEA), Southeast Asia, south-east Asia
sydosteuropa	southeastern Europe
sydostlig	south easterly, southeast, southeasterly, southeastly
sydsida	south side
sydspets	southern tip, southernmost point
sydsydostlig	south-south-east, south-south-eastern, south-southeasterly, southeasterly
sydsydväst	south sout-west, south-south-west, south-southwest
sydsydvästlig	south south-westerly
sydtyrolen	South Tirol, south tyrol
sydvästlig	south west, southweastly, southwest, southwesterly, southwestern
sydvästra	south-western
syd|väst	sou&#39;wester, southwester
sydöst	Southeast
sydöstra	south-east, south-eastern
syfilis	syphilis
syfta	aim
syfte	aim, end, purpose
syftning	allusion, aim
syl	awl
sylt	jam, preserve
sylta	brawn, inferior restaurant, make jam, pickle
syltgurka	Pickles, hjärninfarkt, pickle, pickled cucumber
symaskinsnål	sewing machine needle
symbios	symbiosis
symbol	icon, symbol
symbolik	symbology
symbolisera	symbolize
symboliseras	symbolized, symbolizes
symbolisk	symbolic, token
symboliskt	symbolic
symbolistisk	symbolic, symbolistic
symbolvärde	symbolic value
symfoni	symphony
symfoni|orkester	symphony orchestra
symmetri	symmetri
symmetrisk	symmetric
sympati	sympathy
sympatisera	sympathize
sympatisk	nice, pleasant, sympathetic
sympatisör	sympathizer
sympati|strejk	sympathy strike
symposium	symposium
symptom	symptom
symptomfri	sympthomless, symptom free
syn	eyesight, face, sight, spectacle, vision
syna	inspect, survey
synagoga	synagogue
synas	appear, be visible
synbar	visible
synbarligen	evidently, obviously
synd	pity, sin, sins
syndafall	fall of sin
syndamedvetande	awareness of sin, consciousness of sin
syndapengar	sin money
syndare	sinner
syndarna	sinners, the sinners, wrongdoers
synda|bock	scapegoat, whipping-boy
syndfull	sinfull
syndikalist	syndicalist
syndikat	syndicate
syndrom	syndrome
synergistisk	synergic, synergistic, utlovad
synkronisera	synchronize
synkronisering	synchronisation, synchronising
synkroniseringssignal	synchronising signal, synchronization signal, synchronizing signal, syncrinizing signal, syncronizing signal
synksignal	synchronization signal
synlig	visible
synliggöra	make visible, niche, visualise
synlighet	visibility
synminne	visual memory, your visual memory
synnerhet	in particular, particular, particularly
synnerligen	extremely
synnerligt	Peculiar, curfew, utterly
synod	synod
synonym	synonym, synonymous
synsk	clairvoyant
synskhet	clairvoyance, initialt, psychic, psychic ability, psychicness
synt	synthesizer
syntax	syntax
syntes	synthesis
syntet-	synthetic
syntetisering	synthesizing
syntetisk	synthetic
syntetplagg	synthetic garments
synthesizer	synthesizer
syn|central	eye clinic
syn|fält	field of vision
syn|punkt	point of view, viewpoint, attitude, standpoint
syn|skadad	visually handicapped
syn|skärpa	keenness of vision, visual acuity
syn|sätt	outlook, approach
syn|villa	optical illusion
syn|vinkel	visual angle
syo	study and vocational guidance
syo-funktionär	study and vocational guidance officer
syra	acid
syrabehandla	Acid treat
syrabeständig	Acid-resistant, acid proof
syre	oxygen
syrebrist	lack of oxygen
syrefattig	depraved of oxygen, deprived of oxygen, oxygen deficient
syrefri	oxygen-free
syrehalt	oxygen level, oxygen level(s)
syren	lilac
syrgas	oxygen, oxygen gas
syrier	Syrian
syrisk	Syrian
syrlig	acid
syrra	sister
syrsa	cricket
syskon	brothers and sisters, siblings
syskonbarn	cousin, nephew or niece, niece
syskonskara	siblings
syskon|grupp	sibling group, brothers and sisters
sysselsätta	employ, occupy
sysselsättning	job, occupation
sysselsättningsminskning	reduction of employment
sysselsättningsskapande	employment-creating
syssla	business, busy oneself with, duty, occupation, work
syssling	second cousin
sysslolös	idle, inactive
sysslolöshet	Idleness
system	system
systematik	systematic
systematisk	systematic
systematiskt	systematically
systembildande	system creating
systembolaget	the state-controlled company for the sale of alcoholic beverages
systemerare	data systems engineer (analyst)
systemet	state-controlled company for the sale of alcoholic beverages
systemrisk	systematic
systemskifte	regime change
system|butik	state retail shop selling alcoholic beverages
system|man	data systems engineer (analyst)
syster	sister
systerbarn	nephew, nieces or nephews, sisterchild
systerlig	sisterly
systerskap	sisterhood
syster|fartyg	sister ship
sy|behör	sewing materials
sy|maskin	sewing machine
sy|nål	sewing needle
sy|stuga	sewing workshop
säck	bag, sack
säcka ihop	collapse
säckig	baggy
säckighet	baginess
säcklöpning	sack race
säckpipa	bagpipe
säckpipeblåsaren	The pipe blower, the bagpipe blower, the piper
säckpiporna	bagpipes, the bag pipes
säd	corn, grain, seed, sperm
sädesavgång	ejaculation
sädesbrännvin	grain alcohol
sädescell	Sperm
sädesfält	cornfields, crop field
sädes|slag	cereal, kind of corn
säga	say
säga ifrån	make clear
säga till	order, tell
säga upp	cancel, dismiss, give notice
säga upp sig	give notice
sägen	legend, myth
sägen|omspunnen	legendary, mythical
säjer	say
säker	certain, reliable, safe, sure, sure, certain
säkerhet	certainty, safety, security
säkerhetsavdelning	security department
